,0,1
0,1,0.9217479674796748
1,3,0.9278455284552846
2,5,0.9369918699186992
3,7,0.9380081300813008
4,9,0.9349593495934959
5,11,0.9349593495934959
6,13,0.9349593495934959
7,15,0.9349593495934959
8,17,0.9349593495934959
9,19,0.9339430894308943
10,21,0.9329268292682927
11,23,0.9339430894308943
12,25,0.9349593495934959
13,27,0.9349593495934959
14,29,0.9339430894308943
15,31,0.9339430894308943
16,33,0.931910569105691
17,35,0.9329268292682927
18,37,0.9329268292682927
19,39,0.9329268292682927
20,41,0.9308943089430894
21,43,0.931910569105691
22,45,0.931910569105691
23,47,0.9298780487804879
24,49,0.9298780487804879
