,0,1
0,1,0.9349593495934959
1,3,0.9380081300813008
2,5,0.9369918699186992
3,7,0.9380081300813008
4,9,0.9339430894308943
5,11,0.9349593495934959
6,13,0.9329268292682927
7,15,0.9349593495934959
8,17,0.9329268292682927
9,19,0.9329268292682927
10,21,0.9329268292682927
11,23,0.9329268292682927
12,25,0.9329268292682927
13,27,0.9339430894308943
14,29,0.9329268292682927
15,31,0.931910569105691
16,33,0.931910569105691
17,35,0.931910569105691
18,37,0.931910569105691
19,39,0.931910569105691
20,41,0.9308943089430894
21,43,0.9308943089430894
22,45,0.9308943089430894
23,47,0.9329268292682927
24,49,0.931910569105691
