,0,1
0,1,0.9258130081300813
1,3,0.9400406504065041
2,5,0.9339430894308943
3,7,0.9339430894308943
4,9,0.9298780487804879
5,11,0.9349593495934959
6,13,0.9308943089430894
7,15,0.9308943089430894
8,17,0.9278455284552846
9,19,0.9278455284552846
10,21,0.9288617886178862
11,23,0.9288617886178862
12,25,0.9288617886178862
13,27,0.9278455284552846
14,29,0.9278455284552846
15,31,0.9278455284552846
16,33,0.9278455284552846
17,35,0.9278455284552846
18,37,0.9298780487804879
19,39,0.9298780487804879
20,41,0.9298780487804879
21,43,0.9298780487804879
22,45,0.9308943089430894
23,47,0.9308943089430894
24,49,0.9298780487804879
