,0,1
0,1,0.9304257528556594
1,3,0.9378292939936775
2,5,0.9354497354497354
3,7,0.9310710498409333
4,9,0.9284951974386338
5,11,0.9291845493562233
6,13,0.9267241379310345
7,15,0.9278794402583423
8,17,0.9307359307359307
9,19,0.9320388349514562
10,21,0.9285714285714286
11,23,0.9275675675675675
12,25,0.9287257019438445
13,27,0.9287257019438445
14,29,0.9297297297297297
15,31,0.9285714285714286
16,33,0.9285714285714286
17,35,0.9285714285714286
18,37,0.9285714285714286
19,39,0.9285714285714286
20,41,0.9285714285714286
21,43,0.9285714285714286
22,45,0.9285714285714286
23,47,0.9272529858849077
24,49,0.9260869565217391
