,0,1
0,1,0.9248197734294541
1,3,0.9361256544502619
2,5,0.9336143308746048
3,7,0.9300847457627119
4,9,0.9253731343283582
5,11,0.9239013933547695
6,13,0.9250535331905781
7,15,0.927038626609442
8,17,0.9268817204301075
9,19,0.9268817204301075
10,21,0.9278794402583423
11,23,0.9278794402583423
12,25,0.9288793103448276
13,27,0.9277238403451997
14,29,0.9277238403451997
15,31,0.9287257019438445
16,33,0.9275675675675675
17,35,0.9275675675675675
18,37,0.9275675675675675
19,39,0.9275675675675675
20,41,0.9275675675675675
21,43,0.9275675675675675
22,45,0.9275675675675675
23,47,0.9264069264069263
24,49,0.9264069264069263
