,0,1
0,1,0.9158110882956879
1,3,0.9330543933054394
2,5,0.9263157894736842
3,7,0.9292502639915523
4,9,0.9253731343283582
5,11,0.9237379162191192
6,13,0.9225806451612903
7,15,0.9235737351991389
8,17,0.9245689655172413
9,19,0.9245689655172413
10,21,0.9255663430420712
11,23,0.9245689655172413
12,25,0.9267241379310345
13,27,0.9267241379310345
14,29,0.9267241379310345
15,31,0.9265658747300216
16,33,0.9265658747300216
17,35,0.9252437703141928
18,37,0.9230769230769231
19,39,0.9230769230769231
20,41,0.9219088937093275
21,43,0.9230769230769231
22,45,0.9219088937093275
23,47,0.9219088937093275
24,49,0.9219088937093275
