,0,1
0,1,0.9114954221770092
1,3,0.9320794148380355
2,5,0.9326315789473685
3,7,0.9297872340425533
4,9,0.9291845493562233
5,11,0.9301825993555317
6,13,0.9267241379310345
7,15,0.9277238403451997
8,17,0.9264069264069263
9,19,0.929881337648328
10,21,0.9287257019438445
11,23,0.9287257019438445
12,25,0.9297297297297297
13,27,0.929881337648328
14,29,0.9310344827586207
15,31,0.9285714285714286
16,33,0.9285714285714286
17,35,0.9285714285714286
18,37,0.9275675675675675
19,39,0.9285714285714286
20,41,0.9285714285714286
21,43,0.9285714285714286
22,45,0.9295774647887324
23,47,0.9284164859002169
24,49,0.9284164859002169
