,0,1
0,1,0.9238683127572016
1,3,0.9246861924686192
2,5,0.9260042283298097
3,7,0.9297872340425533
4,9,0.9291845493562233
5,11,0.9278794402583423
6,13,0.9255663430420712
7,15,0.9265658747300216
8,17,0.9265658747300216
9,19,0.9275675675675675
10,21,0.9275675675675675
11,23,0.9275675675675675
12,25,0.9264069264069263
13,27,0.9264069264069263
14,29,0.9264069264069263
15,31,0.9264069264069263
16,33,0.9264069264069263
17,35,0.9264069264069263
18,37,0.9240780911062907
19,39,0.9229098805646037
20,41,0.9239130434782609
21,43,0.9227421109902068
22,45,0.9239130434782609
23,47,0.9227421109902068
24,49,0.9227421109902068
