,0,1
0,1,0.931910569105691
1,3,0.9400406504065041
2,5,0.9380081300813008
3,7,0.9339430894308943
4,9,0.931910569105691
5,11,0.9329268292682927
6,13,0.9308943089430894
7,15,0.931910569105691
8,17,0.9349593495934959
9,19,0.9359756097560976
10,21,0.9329268292682927
11,23,0.931910569105691
12,25,0.9329268292682927
13,27,0.9329268292682927
14,29,0.9339430894308943
15,31,0.9329268292682927
16,33,0.9329268292682927
17,35,0.9329268292682927
18,37,0.9329268292682927
19,39,0.9329268292682927
20,41,0.9329268292682927
21,43,0.9329268292682927
22,45,0.9329268292682927
23,47,0.931910569105691
24,49,0.9308943089430894
