,0,1
0,1,0.9246646026831785
1,3,0.9383490073145245
2,5,0.9316508937960042
3,7,0.931362196409715
4,9,0.9269841269841271
5,11,0.9319148936170212
6,13,0.9275053304904051
7,15,0.9271948608137046
8,17,0.9239013933547695
9,19,0.9237379162191192
10,21,0.9248927038626609
11,23,0.9248927038626609
12,25,0.9247311827956989
13,27,0.9235737351991389
14,29,0.9235737351991389
15,31,0.9235737351991389
16,33,0.9235737351991389
17,35,0.9235737351991389
18,37,0.9257265877287406
19,39,0.9255663430420712
20,41,0.9255663430420712
21,43,0.9255663430420712
22,45,0.9265658747300216
23,47,0.9264069264069263
24,49,0.9254054054054054
