,0,1
0,1,0.9276859504132231
1,3,0.9347368421052631
2,5,0.9333333333333333
3,7,0.9294871794871795
4,9,0.9219251336898395
5,11,0.9268817204301075
6,13,0.9287257019438445
7,15,0.9297297297297297
8,17,0.9297297297297297
9,19,0.9285714285714286
10,21,0.9284164859002169
11,23,0.9284164859002169
12,25,0.9295774647887324
13,27,0.9272529858849077
14,29,0.9272529858849077
15,31,0.9272529858849077
16,33,0.9272529858849077
17,35,0.9272529858849077
18,37,0.9260869565217391
19,39,0.9260869565217391
20,41,0.9260869565217391
21,43,0.9260869565217391
22,45,0.9260869565217391
23,47,0.9237472766884531
24,49,0.9249183895538629
