,0,1
0,1,0.9337474120082816
1,3,0.9357218124341413
2,5,0.9340425531914894
3,7,0.9348986125933831
4,9,0.9303322615219721
5,11,0.9310344827586207
6,13,0.9287257019438445
7,15,0.9310344827586207
8,17,0.9287257019438445
9,19,0.9287257019438445
10,21,0.9287257019438445
11,23,0.9287257019438445
12,25,0.9288793103448276
13,27,0.929881337648328
14,29,0.9287257019438445
15,31,0.9277238403451997
16,33,0.9277238403451997
17,35,0.9277238403451997
18,37,0.9277238403451997
19,39,0.9277238403451997
20,41,0.9265658747300216
21,43,0.9265658747300216
22,45,0.9265658747300216
23,47,0.9285714285714286
24,49,0.9274106175514625
