,0,1
0,1,0.9166666666666666
1,3,0.9349593495934959
2,5,0.9288617886178862
3,7,0.931910569105691
4,9,0.9288617886178862
5,11,0.9278455284552846
6,13,0.926829268292683
7,15,0.9278455284552846
8,17,0.9288617886178862
9,19,0.9288617886178862
10,21,0.9298780487804879
11,23,0.9288617886178862
12,25,0.9308943089430894
13,27,0.9308943089430894
14,29,0.9308943089430894
15,31,0.9308943089430894
16,33,0.9308943089430894
17,35,0.9298780487804879
18,37,0.9278455284552846
19,39,0.9278455284552846
20,41,0.926829268292683
21,43,0.9278455284552846
22,45,0.926829268292683
23,47,0.926829268292683
24,49,0.926829268292683
