,0,1
0,1,0.9247967479674797
1,3,0.926829268292683
2,5,0.9288617886178862
3,7,0.9329268292682927
4,9,0.9329268292682927
5,11,0.931910569105691
6,13,0.9298780487804879
7,15,0.9308943089430894
8,17,0.9308943089430894
9,19,0.931910569105691
10,21,0.931910569105691
11,23,0.931910569105691
12,25,0.9308943089430894
13,27,0.9308943089430894
14,29,0.9308943089430894
15,31,0.9308943089430894
16,33,0.9308943089430894
17,35,0.9308943089430894
18,37,0.9288617886178862
19,39,0.9278455284552846
20,41,0.9288617886178862
21,43,0.9278455284552846
22,45,0.9288617886178862
23,47,0.9278455284552846
24,49,0.9278455284552846
