,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
91761,63617.0,1.1517913451078898,0.44423464394915996,0.8896965454321111,2.73900113690807,-0.28796735887489,-0.12216605498692999,-0.00354383037075044,-0.0522097366785362,-0.308132572022807,0.49549627550045794,-0.894580257263864,0.563976299158905,0.623428962701741,-0.334494745062111,-0.977343662860212,0.06247348888667599,-0.192135521238073,-0.609676794178963,-0.620376713121693,-0.122244167820298,-0.0698056103225311,0.0201140854597422,-0.0914443907663633,0.426517621185653,0.649986930344642,0.0747752167437613,0.0127965214115812,0.0225123517644594,7.6,0
136171,81578.0,-2.14219373033467,1.9071148328434098,0.47496419378696597,0.691057418687347,-0.31773466024449104,-0.7907068230957809,0.5964320224319051,-0.27832551886503903,0.430699184308289,1.40865949441358,-0.5585456786764871,-0.38495225746244294,-0.532260193470091,0.0951296906476965,1.1974416046475702,-0.378501998123874,-0.18119020155246998,0.0813590440417447,0.428428907302091,-0.15686637755118,0.168776907818467,0.43906294242923105,-0.0391386860700523,0.381695399666721,-0.26005518241597897,-0.45776707221276797,-1.0901179008258,0.0333457443734813,21.81,0
238899,149873.0,-0.628600231631755,1.28098821764447,-0.613239432241725,-1.20736930756003,1.1372961128772199,0.436470721616618,0.48864918656227,-0.615474167115389,0.241708424031573,0.44047599405667,-0.16911382000619699,0.40712967699919395,-0.116233119149033,0.16601128117439098,-0.8936000388015501,0.3636563449085,-0.9635346936030291,0.057580895800536,0.48171942131458795,0.10399642039726101,0.418832168907194,-1.0166332238426,0.0992664767644296,-0.44608021387367097,-0.256865725518973,0.175452339905466,0.484698686855766,0.21745865168479997,2.87,0
22130,32052.0,-0.7134936159301558,0.8331776292391659,1.6579691524658502,-0.197592986556992,0.0894002617571101,-0.282992984545837,0.578605283187286,0.0864524890377067,-0.0906668721067723,0.385115953176257,1.5512025431230199,-0.114974132630254,-1.692955068255,0.412591522893651,0.6071076457439589,0.0147181765333084,-0.3148899524031811,-0.223961308101525,-0.14537483649105598,0.170309789856189,-0.23564379888862197,-0.45837337512076703,0.0159828448119059,0.159811822448141,-0.349836244929886,0.0527434374829348,0.21367275575603198,-0.0492852409148947,8.99,0
181661,125071.0,-0.5244311528461071,0.17697573191334698,0.913038591094936,-2.37564893443228,-0.0685771827411025,0.409356038515317,1.21885018562595,-1.6621323947184898,0.7876117268622809,2.2676325302875497,-1.11484380477039,-1.0839864689706802,1.48264824705834,-2.35637671325143,0.33133419344087,1.1509477314038998,-1.19999841128178,-0.8621702218701769,0.523022954936653,0.128563841081805,0.281185382910865,1.39520319758069,-0.436216693003115,-0.931391736933526,-0.531630421765654,-0.360258076875641,-2.1459600875593896,-1.06901665554321,107.1,0
51432,44942.0,1.5329115900468,-0.9564362721757329,0.23552812224829398,-1.4333899428766599,-1.27438568232626,-0.730301771403933,-0.867817763787438,-0.253229214151304,-1.89436973698816,1.42057163025355,-0.830291086648462,-0.754799546069842,1.12616930467065,-0.44184669566134005,0.5452522957363289,-0.280421079563838,0.297708838843052,0.0562353292085749,-0.0643961009760387,-0.25509520875186703,-0.23396622874085396,-0.276209653849839,-0.0435241764691454,-0.122456249690184,0.467777157237631,-0.17828135833707898,0.0307269470268847,0.0190458934701161,25.0,0
229516,145956.0,2.09128079259612,-0.678531233846426,-1.1678915124945701,-0.7533137453256279,-0.555414922961883,-0.382072868770805,-0.9806268302121751,0.0221233715678343,-0.32005192841004604,0.22063402799903697,1.49800305178254,0.283744524882982,0.824845400790706,-2.06469677888097,-0.40711270245846204,1.8434030032352902,1.07349472561407,-0.0208888107058634,0.48202043343857,0.129617403604744,0.299637063958947,0.9043576301142959,0.117717349343884,0.684853430112175,-0.144018790627339,-0.14686442448234802,0.023815977176073998,-0.0113967550802469,24.99,0
116193,74179.0,0.9138540395915291,-0.176291870152511,0.43702021855773604,0.380283775171196,0.231730157690092,1.2693516560725602,-0.30561226435818895,0.516823312962451,-0.24544802983830605,-0.111767635344014,2.61668133838493,1.47668949926222,0.0824916243894194,0.58990363461259,1.41769980311616,-0.8172695610971229,0.6086774523805849,-2.0412047801732798,-1.47392910128068,-0.120592661995805,-0.0411049129728765,-0.130305481383503,0.23062412081548,-0.816095297974751,-0.175687785213087,0.187568265928745,0.0284919073280051,0.00528555045387562,54.8,0
280311,169447.0,-3.4620140473150003,2.02577077934608,-0.799761261484131,-0.5277372769650239,-1.8694765464855,-0.670803212189131,-1.1050072207610802,1.8983219310179902,0.5203353421884871,-0.22369041321909,-1.65138615446834,1.14476389164544,1.2250260033620302,0.506189929280012,-0.20282049329225899,0.725649714032187,0.0553767548717613,0.213041985391596,-0.532565752290701,0.0719454202794129,0.291038083342554,0.9079049909856479,-0.15298603327670302,0.0693276140663336,-0.0488181223055283,0.578122189740221,-0.075401438803136,-0.146658428358693,29.99,0
124758,77414.0,1.15957374953119,0.164263115889767,0.593407679099646,0.502192599504434,-0.325336342191783,-0.31198955641561305,-0.10657103030144001,0.0605735160151523,-0.24946458635487803,0.0553255833268323,1.90582417556991,1.2705116692429599,0.28775478774426694,0.45405176312544704,0.556038317028539,0.141979522966093,-0.32764630762613894,-0.576274013465803,-0.265506942393068,-0.112941285124447,-0.163288170827829,-0.47083092687465206,0.17725634426352802,0.22200438687884805,0.0910361723812545,0.0937836908016503,-0.0154217746217518,0.00777420834519295,1.98,0
173378,121461.0,1.9248524826980702,0.145327767926452,-1.62598531337971,1.42376847629368,0.479707801347584,-1.1018378980763999,0.7975655430554229,-0.501807224740418,0.0140377816157035,0.19768479832628696,-0.7672257224046031,0.963583021680479,0.9443035632316491,0.307708643661599,-0.643286295931538,-0.7884764111239759,-0.1934654243389,-0.796464372083978,-0.249058165074029,-0.114715879336039,0.0965540453715752,0.44379085938777707,-0.0639691516995107,0.0279104643937945,0.47869462518706396,-0.49926593739305897,-0.0170648356048796,-0.050013178165432,62.79,0
81466,58938.0,1.18199656748551,0.274816467571758,0.4010637303687129,1.21644170608965,-0.492888004131896,-1.15875789990092,0.219315293185853,-0.23194842127787602,0.0312718749072322,0.0193650193592285,-0.183747498521466,0.0391873292434038,-0.540727895349238,0.509797033512709,0.9514347015539959,-0.0209532982208433,-0.279076165423712,-0.194724020682975,-0.49690371801225,-0.14448754397985,0.0556043647994691,0.136451201688268,-0.0706053604424327,0.71184914171719,0.6202694662633901,-0.34916257268244,0.007185964258221259,0.0261471756611878,24.55,0
