,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
210827,0.7999303054942501,2.09118887760137,-2.1163043861301203,-1.3978155527608898,-2.5257368597631698,0.366507223918622,4.02385086940135,-2.36914212355813,1.07621735467751,-0.791165703786011,1.48628017728484,-0.26048753769510197,-0.668599102533933,0.560432069835814,-0.676358474418088,0.762174545145507,-0.0501654146725472,0.14076576804719101,0.251308152219673,-0.577817732137725,-0.200396731441235,-0.060294045629455,0.0947607926689588,0.32214987463918,0.6766406104820519,-0.545317492796273,-0.21675956379993,0.0730664329885926,-0.0236204344176933,0.018927738927738927,0
75944,0.32474154954117784,-1.0495125265577598,0.0483221662892663,2.37571199162138,-3.03610334942255,-0.195944386068072,-0.681476220510394,0.16344198082285502,0.176176990988197,1.33009873598433,-2.2940388348315897,-0.4173680599051121,0.7294599890854859,0.0854866862538348,-0.45078831229151206,0.3977627380117679,-0.17930748269660998,-0.40154083079635405,-0.44463188428126593,-1.10784309677418,-0.16903225107297598,0.0720835409837076,0.290926357433701,-0.305415548893448,0.10964050591069098,0.45382317568924,-0.25917983669017197,0.0457659452560812,0.058765242232008,0.0002400932400932401,0
182008,0.7248867464281565,0.406054473543086,0.20116585739922102,-0.169897030983061,-1.5266302921798,0.311302405813323,-0.677454093102722,0.545207397641616,-0.242024183771697,-1.3286099218215701,0.31079916437177196,-1.27047806562484,-0.44867828349525707,0.5573319941918671,0.0652227681996312,0.0645131713125312,-1.3499026488113899,-0.45048085056599996,1.25373145175292,-1.13153012353711,-0.521789502125415,-0.100608085124985,0.198909639249043,-0.10439913531412401,0.606127365086992,-0.21686249958230303,0.691048707942286,-0.0276615884092798,-0.007796586515704191,0.002097902097902098,0
249996,0.8959577186665117,0.450751099977535,-4.2652512610979,-3.45556840120928,-0.7938546009839009,-1.50508645364453,-1.24874168646924,1.1260406132620902,-0.697468412779092,-2.14234538617215,1.5222488080847099,0.504294054010573,-1.41664289278276,-2.04650542441185,1.17441493321381,-0.978858616544216,-1.09963782171422,0.8088290942920229,0.437893836769092,-0.12477810666453099,1.3733520107471,0.747700006551613,0.345219637067744,-0.980569190286103,0.0658271337684197,0.159492168716387,0.185089237411092,-0.270544406528818,0.0680319736400429,0.23182983682983682,0
203667,0.7812057149494714,-2.65196177651793,3.2100397488270302,-2.63094834017183,-1.61423697496277,0.316283523626168,-1.4495759958955499,0.932195563823278,0.536625415282356,0.9563113490748579,1.8262855826048898,-1.18888825151872,0.21012350814307998,-0.032701433880752,0.680391537128838,-0.07528135914669701,-0.525942919551206,-0.24603353888819102,-0.3583090196144871,-0.33167426047493803,0.8984522234670559,0.0430210413188319,0.619578961572092,-0.035941299171882005,0.594124187201254,0.24840425233732197,0.11008515141749099,1.09536183819307,0.6853760651913771,0.0035734265734265734,0
204814,0.7843942385875247,2.17475156668544,-0.6607979971503821,-1.40743727800838,-0.535853278288536,-0.389983421214847,-0.8431233967390122,-0.31552434117679806,-0.300478116706682,-0.589846227263789,0.9672310874307769,-1.00233413464453,-0.273670435666791,0.26725287883196897,0.254064505815974,0.5733365686073101,-1.3818740880254798,-0.26619595065819895,1.16803644735843,-0.9889220406088901,-0.5537320019116889,-0.13871728642136802,0.11473741944488099,0.14727086858181898,0.7623966010428291,-0.0532802429469968,0.7609739094355791,-0.0695761092853484,-0.0553123552956756,0.00493939393939394,0
190243,0.7454117783714718,-5.94116881183174,-2.12265388326888,-3.8186166352026802,-0.0738407313623183,-2.3657279231436803,1.18917213973446,0.031098945233187,2.08883464509213,-0.856709947996542,-0.0607186619827632,-1.29244680847394,0.491937794688197,0.22354334709169899,1.63653880757388,1.07462179999391,-2.00670920006461,1.6415960675998797,0.323572878011642,-1.9481349262885401,-0.44782301672278496,0.068423146438598,0.456502408561382,-1.52616931620875,-0.10513274248277099,-0.414159895062149,0.0127566439746079,0.602619819625588,-0.379197966368927,0.07925407925407925,0
22042,0.18350563363921477,1.1401988001713401,-0.84557217946381,1.1127564531249698,0.584060043097006,-1.2589465991572,0.8245509240011341,-1.25780982469852,0.49534199406246104,-0.164419059680321,0.8342179795692809,0.250332445987839,-0.240952432505063,-1.7251180795191898,0.0954700523984714,-0.21338132845668104,-1.28685403314264,0.0172331645223732,1.67931733310516,-0.9672928952503579,-0.6219850677353039,-0.373491421920451,-0.568765290015572,0.0560246755747527,-0.396131399312945,0.160262540614349,-0.355458818368799,0.0906827248288635,0.0269722989051351,0.008913752913752914,0
236578,0.8622546172610059,-0.0652039287249828,0.301664099645913,-0.522449384268374,-0.0602562119820051,0.5562081540542161,-1.17456814713034,0.9057435490313179,-0.150691512459001,0.481731831803569,-1.4081419632793901,-0.9553558267051759,-0.6907102937504239,-1.2556385844098301,-1.43357925084986,-0.189479211141333,-0.0424771012155578,1.24507836590146,0.5000285982468511,0.414599889874925,0.0920219043954281,-0.0925334958436287,-0.30823739753181706,0.256942356080065,-0.278983049993206,-0.674353692905024,-0.135168097352596,0.0962562820765211,0.14940358132819,0.021384615384615384,0
146358,0.5065628992914392,2.00691411696781,-0.430900082100524,-0.475004569288781,0.36597596505091706,-0.4857407234822129,-0.14464401761817802,-0.643090947062376,0.00628872734431854,1.18445702245701,-0.00043040319408330096,-1.06466807415239,0.420600798037498,0.46284259566203495,-0.31491499095765696,0.331901932461357,0.316122887329088,-0.547073112632679,0.0389684596476538,-0.215074993877757,-0.136782471030657,0.18612856476326997,0.7402371046006221,0.14808171519132599,0.7351635031491551,-0.17874007558779,0.5833161397601271,-0.0263238275963959,-0.041990221592196,0.0027715617715617716,0
